,,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_epsilon,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
Output_1,12,0.21797657012939453,0.027129736474940058,0.010861492156982422,0.0022335515151863587,15,0.001,1,rbf,"{'C': 15, 'epsilon': 0.001, 'gamma': 1, 'kernel': 'rbf'}",-3.898795816598845e-07,-4.059632634035636e-07,-5.319475333213181e-07,-3.424637332410792e-07,-3.46015782538531e-07,-4.0325397883287526e-07,6.887657187119065e-08,1
Output_1,13,0.19221882820129393,0.01622948136619562,0.011446189880371094,0.0016272587463975051,15,0.001,2,rbf,"{'C': 15, 'epsilon': 0.001, 'gamma': 2, 'kernel': 'rbf'}",-4.6636805999762435e-07,-4.6203553310206596e-07,-4.990471094011679e-07,-5.039936967108207e-07,-4.1049568319675346e-07,-4.683880164816865e-07,3.347745798499157e-08,7
Output_1,14,0.22978754043579103,0.032872830165168024,0.013608980178833007,0.0016877105924751282,15,0.001,4,rbf,"{'C': 15, 'epsilon': 0.001, 'gamma': 4, 'kernel': 'rbf'}",-5.213163571139757e-07,-4.2579572831086324e-07,-5.109679021783284e-07,-4.1767641550739813e-07,-4.94858999507737e-07,-4.7412308052366056e-07,4.3672608205982753e-08,13
Output_1,15,0.2312002658843994,0.02962399152342678,0.02171473503112793,0.011629344784573262,15,0.001,5,rbf,"{'C': 15, 'epsilon': 0.001, 'gamma': 5, 'kernel': 'rbf'}",-4.6967600806257464e-07,-4.825460584978267e-07,-4.46374711488909e-07,-4.611328597584812e-07,-5.08256319611777e-07,-4.735971914839137e-07,2.094342877983537e-08,9
Output_1,16,0.0992238998413086,0.008199573674830042,0.004188632965087891,0.0007454373134481762,15,0.0025,1,rbf,"{'C': 15, 'epsilon': 0.0025, 'gamma': 1, 'kernel': 'rbf'}",-1.675166704312191e-06,-1.68943802838117e-06,-2.064293462271427e-06,-1.5345078893342153e-06,-1.7309151068468682e-06,-1.7388642382291741e-06,1.7562984480503214e-07,22
Output_1,17,0.08668041229248047,0.007894776535101098,0.00578465461730957,0.0009769707716661858,15,0.0025,2,rbf,"{'C': 15, 'epsilon': 0.0025, 'gamma': 2, 'kernel': 'rbf'}",-1.8906821383041214e-06,-2.0010958513736983e-06,-2.053565624514941e-06,-1.6522995394543817e-06,-1.903363369686581e-06,-1.9002013046667446e-06,1.3802624571909215e-07,30
Output_1,18,0.09369893074035644,0.008075744180224664,0.006393814086914062,0.0016317276045867619,15,0.0025,4,rbf,"{'C': 15, 'epsilon': 0.0025, 'gamma': 4, 'kernel': 'rbf'}",-2.3183049547245743e-06,-2.1623599947496074e-06,-2.471079270839945e-06,-2.236544669451612e-06,-2.1171298770868695e-06,-2.261083753370522e-06,1.252546597093783e-07,36
Output_1,19,0.09010710716247558,0.011826329707759825,0.006581497192382812,0.0018494944826782838,15,0.0025,5,rbf,"{'C': 15, 'epsilon': 0.0025, 'gamma': 5, 'kernel': 'rbf'}",-2.468050340128097e-06,-1.9128666273247136e-06,-2.5106601178829184e-06,-1.9895182808918283e-06,-2.116151045561558e-06,-2.199449282357823e-06,2.458202400858182e-07,31
Output_1,20,0.05917000770568848,0.005775386836788596,0.0026108741760253905,0.0010023847879068763,15,0.005,1,rbf,"{'C': 15, 'epsilon': 0.005, 'gamma': 1, 'kernel': 'rbf'}",-7.910335788574266e-06,-7.086509070402171e-06,-8.214221433312017e-06,-6.984707229746895e-06,-6.761424848058305e-06,-7.39143967401873e-06,5.659603583824283e-07,54
Output_1,21,0.06576509475708008,0.015322138299984347,0.003626441955566406,0.0004732915330275311,15,0.005,2,rbf,"{'C': 15, 'epsilon': 0.005, 'gamma': 2, 'kernel': 'rbf'}",-6.796969911473733e-06,-6.535374074116658e-06,-7.948243079833034e-06,-6.354969697505537e-06,-6.913723148344769e-06,-6.909855982254747e-06,5.548227596075214e-07,41
Output_1,22,0.045251655578613284,0.005708510053831816,0.004787921905517578,0.0007462898067139654,15,0.005,4,rbf,"{'C': 15, 'epsilon': 0.005, 'gamma': 4, 'kernel': 'rbf'}",-7.092794746203644e-06,-7.100603995519113e-06,-7.233574165694703e-06,-7.076456106758029e-06,-6.472841279736787e-06,-6.995254058782456e-06,2.6717715191884454e-07,46
Output_1,23,0.03845515251159668,0.004635734422595553,0.004044723510742187,0.0016974301543569899,15,0.005,5,rbf,"{'C': 15, 'epsilon': 0.005, 'gamma': 5, 'kernel': 'rbf'}",-8.084156919827666e-06,-8.01087872106878e-06,-8.39718551703139e-06,-8.521853540419957e-06,-7.646984966142523e-06,-8.132211932898063e-06,3.0806097592570665e-07,56
Output_1,24,0.21075706481933593,0.014469729073190569,0.011005210876464843,0.0024966002001277645,20,0.001,1,rbf,"{'C': 20, 'epsilon': 0.001, 'gamma': 1, 'kernel': 'rbf'}",-4.1208704428585425e-07,-4.6061009728381504e-07,-4.6902731093407537e-07,-3.6965847673746375e-07,-4.070443077156914e-07,-4.2368544739138e-07,3.6741470851196156e-08,4
Output_1,25,0.2075493812561035,0.0187403838682117,0.011783742904663086,0.0022026889235155075,20,0.001,2,rbf,"{'C': 20, 'epsilon': 0.001, 'gamma': 2, 'kernel': 'rbf'}",-5.372033593498662e-07,-5.03694880791854e-07,-4.7086537982464163e-07,-4.5730158116875074e-07,-5.015894337864074e-07,-4.94130926984304e-07,2.7928549421249906e-08,18
Output_1,26,0.21799020767211913,0.0203973085935247,0.013309383392333984,0.0020484682044846687,20,0.001,4,rbf,"{'C': 20, 'epsilon': 0.001, 'gamma': 4, 'kernel': 'rbf'}",-5.213163571139757e-07,-4.2924155025336916e-07,-5.109679021783284e-07,-4.545082068229311e-07,-4.94858999507737e-07,-4.821786031752683e-07,3.489802968064035e-08,14
Output_1,27,0.21499986648559571,0.016663940875200022,0.010527276992797851,0.0018591970967917733,20,0.001,5,rbf,"{'C': 20, 'epsilon': 0.001, 'gamma': 5, 'kernel': 'rbf'}",-4.6967600806257464e-07,-4.825460584978267e-07,-4.46374711488909e-07,-4.611328597584812e-07,-5.08256319611777e-07,-4.735971914839137e-07,2.094342877983537e-08,9
Output_1,28,0.09631075859069824,0.010796965089822216,0.004388236999511718,0.0011969330906689518,20,0.0025,1,rbf,"{'C': 20, 'epsilon': 0.0025, 'gamma': 1, 'kernel': 'rbf'}",-1.7508295986431109e-06,-1.6244733702743339e-06,-2.1249203616249543e-06,-1.6104761398948615e-06,-1.7377247447808533e-06,-1.7696848430436226e-06,1.8654920249963695e-07,24
Output_1,29,0.0833211898803711,0.00704637524848226,0.00461125373840332,0.0007804448846056418,20,0.0025,2,rbf,"{'C': 20, 'epsilon': 0.0025, 'gamma': 2, 'kernel': 'rbf'}",-1.8906821383041214e-06,-1.903120502418629e-06,-2.1135763748608112e-06,-1.6827755340066911e-06,-1.7836500849464926e-06,-1.874760926907349e-06,1.4370117973542853e-07,29
Output_1,30,0.10126676559448242,0.016710705686033035,0.007381820678710937,0.00173881208601859,20,0.0025,4,rbf,"{'C': 20, 'epsilon': 0.0025, 'gamma': 4, 'kernel': 'rbf'}",-2.3183049547245743e-06,-2.1623599947496074e-06,-2.471079270839945e-06,-2.236544669451612e-06,-2.1171298770868695e-06,-2.261083753370522e-06,1.252546597093783e-07,36
Output_1,31,0.09408535957336425,0.012562315797078682,0.0048411846160888675,0.0009443026046822225,20,0.0025,5,rbf,"{'C': 20, 'epsilon': 0.0025, 'gamma': 5, 'kernel': 'rbf'}",-2.468050340128097e-06,-1.9128666273247136e-06,-2.5106601178829184e-06,-1.9895182808918283e-06,-2.116151045561558e-06,-2.199449282357823e-06,2.458202400858182e-07,31
Output_1,32,0.060333633422851564,0.006632866006606467,0.0025930404663085938,0.0007978082464664837,20,0.005,1,rbf,"{'C': 20, 'epsilon': 0.005, 'gamma': 1, 'kernel': 'rbf'}",-7.404102631300155e-06,-7.086509070402171e-06,-8.214221433312017e-06,-6.984707229746895e-06,-6.761424848058305e-06,-7.29019304256391e-06,5.062032017250328e-07,51
Output_1,33,0.047483301162719725,0.003990888963343014,0.002393150329589844,0.0007981541959615683,20,0.005,2,rbf,"{'C': 20, 'epsilon': 0.005, 'gamma': 2, 'kernel': 'rbf'}",-6.796969911473733e-06,-6.535374074116658e-06,-7.948243079833034e-06,-6.354969697505537e-06,-6.913723148344769e-06,-6.909855982254747e-06,5.548227596075214e-07,41
Output_1,34,0.04067902565002442,0.0037422853604993376,0.003826332092285156,0.0011868614553846035,20,0.005,4,rbf,"{'C': 20, 'epsilon': 0.005, 'gamma': 4, 'kernel': 'rbf'}",-7.092794746203644e-06,-7.100603995519113e-06,-7.233574165694703e-06,-7.076456106758029e-06,-6.472841279736787e-06,-6.995254058782456e-06,2.6717715191884454e-07,46
Output_1,35,0.03819785118103027,0.004235279897218113,0.003826284408569336,0.0007349183394731005,20,0.005,5,rbf,"{'C': 20, 'epsilon': 0.005, 'gamma': 5, 'kernel': 'rbf'}",-8.084156919827666e-06,-8.01087872106878e-06,-8.39718551703139e-06,-8.521853540419957e-06,-7.646984966142523e-06,-8.132211932898063e-06,3.0806097592570665e-07,56
Output_1,36,0.2110522747039795,0.017295033251786787,0.008834123611450195,0.0016897623616320995,25,0.001,1,rbf,"{'C': 25, 'epsilon': 0.001, 'gamma': 1, 'kernel': 'rbf'}",-4.038801738155914e-07,-3.991311562895986e-07,-5.120257812675826e-07,-3.431616035515837e-07,-4.2588655788201473e-07,-4.168170545612742e-07,5.486754391453375e-08,3
Output_1,37,0.2216264247894287,0.02207844965546655,0.009766864776611327,0.001830477017434934,25,0.001,2,rbf,"{'C': 25, 'epsilon': 0.001, 'gamma': 2, 'kernel': 'rbf'}",-5.372033593498662e-07,-5.711739608216272e-07,-5.471852946192707e-07,-5.049535186625812e-07,-4.7477036405570825e-07,-5.270572995018107e-07,3.3695279401215186e-08,20
Output_1,38,0.2380380630493164,0.023775654667074923,0.014580249786376953,0.0033225076022492086,25,0.001,4,rbf,"{'C': 25, 'epsilon': 0.001, 'gamma': 4, 'kernel': 'rbf'}",-5.213163571139757e-07,-4.2924155025336916e-07,-5.109679021783284e-07,-4.545082068229311e-07,-4.94858999507737e-07,-4.821786031752683e-07,3.489802968064035e-08,14
Output_1,39,0.23408775329589843,0.022484409123683883,0.011815834045410156,0.0029292979111765712,25,0.001,5,rbf,"{'C': 25, 'epsilon': 0.001, 'gamma': 5, 'kernel': 'rbf'}",-4.6967600806257464e-07,-4.825460584978267e-07,-4.46374711488909e-07,-4.611328597584812e-07,-5.08256319611777e-07,-4.735971914839137e-07,2.094342877983537e-08,9
Output_1,40,0.0968174934387207,0.014614954700689714,0.0044155120849609375,0.0012008492550770469,25,0.0025,1,rbf,"{'C': 25, 'epsilon': 0.0025, 'gamma': 1, 'kernel': 'rbf'}",-1.6019202162629592e-06,-1.6723816528676084e-06,-1.830626105844373e-06,-1.6142937255433322e-06,-1.7063129363833288e-06,-1.6851069273803203e-06,8.212429261922651e-08,21
Output_1,41,0.08494157791137695,0.004327609020485324,0.0051997661590576175,0.0013265132775497476,25,0.0025,2,rbf,"{'C': 25, 'epsilon': 0.0025, 'gamma': 2, 'kernel': 'rbf'}",-1.8906821383041214e-06,-1.865340521528747e-06,-2.1135763748608112e-06,-1.562280091666214e-06,-1.7802960705926049e-06,-1.8424350393904996e-06,1.7816740085877293e-07,26
Output_1,42,0.09089150428771972,0.007620731999471467,0.006422519683837891,0.0019509077816591545,25,0.0025,4,rbf,"{'C': 25, 'epsilon': 0.0025, 'gamma': 4, 'kernel': 'rbf'}",-2.3183049547245743e-06,-2.1623599947496074e-06,-2.471079270839945e-06,-2.236544669451612e-06,-2.1171298770868695e-06,-2.261083753370522e-06,1.252546597093783e-07,36
Output_1,43,0.09023418426513671,0.00849548843700689,0.00561990737915039,0.0013564058591521624,25,0.0025,5,rbf,"{'C': 25, 'epsilon': 0.0025, 'gamma': 5, 'kernel': 'rbf'}",-2.468050340128097e-06,-1.9128666273247136e-06,-2.5106601178829184e-06,-1.9895182808918283e-06,-2.116151045561558e-06,-2.199449282357823e-06,2.458202400858182e-07,31
Output_1,44,0.06055269241333008,0.007937242756230149,0.002306509017944336,0.0008555035959704516,25,0.005,1,rbf,"{'C': 25, 'epsilon': 0.005, 'gamma': 1, 'kernel': 'rbf'}",-7.90439593102984e-06,-7.086509070402171e-06,-8.214221433312017e-06,-6.984707229746895e-06,-6.761424848058305e-06,-7.390251702509846e-06,5.648751231602115e-07,52
Output_1,45,0.04537301063537598,0.0038022948453533623,0.003208446502685547,0.0007413873336350542,25,0.005,2,rbf,"{'C': 25, 'epsilon': 0.005, 'gamma': 2, 'kernel': 'rbf'}",-6.796969911473733e-06,-6.535374074116658e-06,-7.948243079833034e-06,-6.354969697505537e-06,-6.913723148344769e-06,-6.909855982254747e-06,5.548227596075214e-07,41
Output_1,46,0.03908224105834961,0.0016532293915111436,0.004126071929931641,0.0006821117297681638,25,0.005,4,rbf,"{'C': 25, 'epsilon': 0.005, 'gamma': 4, 'kernel': 'rbf'}",-7.092794746203644e-06,-7.100603995519113e-06,-7.233574165694703e-06,-7.076456106758029e-06,-6.472841279736787e-06,-6.995254058782456e-06,2.6717715191884454e-07,46
Output_1,47,0.04077062606811523,0.00402574632658785,0.0040286540985107425,0.0006005904671936259,25,0.005,5,rbf,"{'C': 25, 'epsilon': 0.005, 'gamma': 5, 'kernel': 'rbf'}",-8.084156919827666e-06,-8.01087872106878e-06,-8.39718551703139e-06,-8.521853540419957e-06,-7.646984966142523e-06,-8.132211932898063e-06,3.0806097592570665e-07,56
Output_1,48,0.21971116065979004,0.009559028972842852,0.009885025024414063,0.002315531248294123,30,0.001,1,rbf,"{'C': 30, 'epsilon': 0.001, 'gamma': 1, 'kernel': 'rbf'}",-3.650377581904659e-07,-4.636718488121374e-07,-4.865059391146249e-07,-3.50312983063817e-07,-3.8193879811689936e-07,-4.094934654595889e-07,5.496201855631546e-08,2
Output_1,49,0.2252516746520996,0.0140009027720679,0.010448646545410157,0.0013538499739671644,30,0.001,2,rbf,"{'C': 30, 'epsilon': 0.001, 'gamma': 2, 'kernel': 'rbf'}",-5.372033593498662e-07,-4.5176607410472443e-07,-5.161145928732473e-07,-4.883242821703794e-07,-4.369850511135253e-07,-4.860786719223485e-07,3.7705360230159936e-08,17
Output_1,50,0.21485347747802735,0.031586272516633554,0.01223444938659668,0.0032713853565363945,30,0.001,4,rbf,"{'C': 30, 'epsilon': 0.001, 'gamma': 4, 'kernel': 'rbf'}",-5.213163571139757e-07,-4.2924155025336916e-07,-5.109679021783284e-07,-4.545082068229311e-07,-4.94858999507737e-07,-4.821786031752683e-07,3.489802968064035e-08,14
Output_1,51,0.23119769096374512,0.03281881085193562,0.011834669113159179,0.0027123980315637798,30,0.001,5,rbf,"{'C': 30, 'epsilon': 0.001, 'gamma': 5, 'kernel': 'rbf'}",-4.6967600806257464e-07,-4.825460584978267e-07,-4.46374711488909e-07,-4.611328597584812e-07,-5.08256319611777e-07,-4.735971914839137e-07,2.094342877983537e-08,9
Output_1,52,0.091880464553833,0.010699135185440791,0.0036215782165527344,0.0012325626538772416,30,0.0025,1,rbf,"{'C': 30, 'epsilon': 0.0025, 'gamma': 1, 'kernel': 'rbf'}",-1.730486200966003e-06,-1.6081467840558322e-06,-2.079709833888249e-06,-1.6142937255433322e-06,-1.7063129363833288e-06,-1.7477898961673491e-06,1.729231201711666e-07,23
Output_1,53,0.08854188919067382,0.012810832828582542,0.004822778701782227,0.0014532680792959175,30,0.0025,2,rbf,"{'C': 30, 'epsilon': 0.0025, 'gamma': 2, 'kernel': 'rbf'}",-1.8906821383041214e-06,-1.865340521528747e-06,-2.1135763748608112e-06,-1.562280091666214e-06,-1.7802960705926049e-06,-1.8424350393904996e-06,1.7816740085877293e-07,26
Output_1,54,0.09725146293640137,0.006052586816912122,0.005401420593261719,0.001762722365175125,30,0.0025,4,rbf,"{'C': 30, 'epsilon': 0.0025, 'gamma': 4, 'kernel': 'rbf'}",-2.3183049547245743e-06,-2.1623599947496074e-06,-2.471079270839945e-06,-2.236544669451612e-06,-2.1171298770868695e-06,-2.261083753370522e-06,1.252546597093783e-07,36
Output_1,55,0.1022751808166504,0.010222893509198262,0.006442022323608398,0.0017729254376279108,30,0.0025,5,rbf,"{'C': 30, 'epsilon': 0.0025, 'gamma': 5, 'kernel': 'rbf'}",-2.468050340128097e-06,-1.9128666273247136e-06,-2.5106601178829184e-06,-1.9895182808918283e-06,-2.116151045561558e-06,-2.199449282357823e-06,2.458202400858182e-07,31
Output_1,56,0.05598759651184082,0.00558861072300222,0.0024154186248779297,0.0004715953726494789,30,0.005,1,rbf,"{'C': 30, 'epsilon': 0.005, 'gamma': 1, 'kernel': 'rbf'}",-7.90439593102984e-06,-7.086509070402171e-06,-8.214221433312017e-06,-6.984707229746895e-06,-6.761424848058305e-06,-7.390251702509846e-06,5.648751231602115e-07,52
Output_1,57,0.0544776439666748,0.013912180879508892,0.002803468704223633,0.0009907988702500161,30,0.005,2,rbf,"{'C': 30, 'epsilon': 0.005, 'gamma': 2, 'kernel': 'rbf'}",-6.796969911473733e-06,-6.535374074116658e-06,-7.948243079833034e-06,-6.354969697505537e-06,-6.913723148344769e-06,-6.909855982254747e-06,5.548227596075214e-07,41
Output_1,58,0.03436894416809082,0.003976035264427786,0.0032053470611572267,0.0003927782493796542,30,0.005,4,rbf,"{'C': 30, 'epsilon': 0.005, 'gamma': 4, 'kernel': 'rbf'}",-7.092794746203644e-06,-7.100603995519113e-06,-7.233574165694703e-06,-7.076456106758029e-06,-6.472841279736787e-06,-6.995254058782456e-06,2.6717715191884454e-07,46
Output_1,59,0.039382314682006835,0.0045338887148158365,0.0036074161529541016,0.0016351724594246076,30,0.005,5,rbf,"{'C': 30, 'epsilon': 0.005, 'gamma': 5, 'kernel': 'rbf'}",-8.084156919827666e-06,-8.01087872106878e-06,-8.39718551703139e-06,-8.521853540419957e-06,-7.646984966142523e-06,-8.132211932898063e-06,3.0806097592570665e-07,56
Output_2,0,0.30054378509521484,0.025887065507360574,0.024274063110351563,0.0024962636615182437,10,0.001,1,rbf,"{'C': 10, 'epsilon': 0.001, 'gamma': 1, 'kernel': 'rbf'}",-5.550574812925381e-07,-6.086482234136879e-07,-5.719909813990232e-07,-5.315040406505476e-07,-6.519032832115039e-07,-5.838208019934602e-07,4.2322433516126625e-08,20
Output_2,1,0.28359174728393555,0.024685568507063202,0.015799617767333983,0.0026486857475172686,10,0.001,2,rbf,"{'C': 10, 'epsilon': 0.001, 'gamma': 2, 'kernel': 'rbf'}",-5.613620448043141e-07,-5.377112142015279e-07,-5.645525640926728e-07,-4.612490894474185e-07,-4.910410788278239e-07,-5.231831982747515e-07,4.0617881963613134e-08,14
Output_2,2,0.22849016189575194,0.02122654958104683,0.013063907623291016,0.003927487714183695,10,0.001,4,rbf,"{'C': 10, 'epsilon': 0.001, 'gamma': 4, 'kernel': 'rbf'}",-5.570116524170077e-07,-4.0539855690373145e-07,-4.4829656786031755e-07,-4.1013647171201823e-07,-4.358584805394511e-07,-4.513403458865052e-07,5.517931675018295e-08,1
Output_2,3,0.30821499824523924,0.029892899614932508,0.010253810882568359,0.0017623125689846379,10,0.001,5,rbf,"{'C': 10, 'epsilon': 0.001, 'gamma': 5, 'kernel': 'rbf'}",-5.869941661154054e-07,-4.106182910189046e-07,-4.62817420823755e-07,-4.989467409257634e-07,-4.3492346299451524e-07,-4.788600163756687e-07,6.154866289012692e-08,9
Output_2,4,0.13098554611206054,0.02415484433082037,0.010687017440795898,0.002702935070204683,10,0.0025,1,rbf,"{'C': 10, 'epsilon': 0.0025, 'gamma': 1, 'kernel': 'rbf'}",-3.1146808076431394e-06,-3.1907331933123314e-06,-3.1737723381393143e-06,-2.8126680366381892e-06,-3.3023372913264334e-06,-3.1188383334118813e-06,1.6469123775006002e-07,39
Output_2,5,0.13657207489013673,0.013167355488624589,0.00903458595275879,0.001719341729136145,10,0.0025,2,rbf,"{'C': 10, 'epsilon': 0.0025, 'gamma': 2, 'kernel': 'rbf'}",-2.498913705344726e-06,-2.66487528945122e-06,-2.6298080088935957e-06,-2.4958922648207423e-06,-2.5485708245072322e-06,-2.567612018603503e-06,6.863560805301345e-08,32
Output_2,6,0.10027527809143066,0.014396955809917704,0.008964300155639648,0.0013824368861675485,10,0.0025,4,rbf,"{'C': 10, 'epsilon': 0.0025, 'gamma': 4, 'kernel': 'rbf'}",-2.319727922713491e-06,-2.382777972986334e-06,-2.4520833344450808e-06,-2.2087420091066477e-06,-2.294073237655227e-06,-2.331480895381356e-06,8.219323318372765e-08,21
Output_2,7,0.08209791183471679,0.014472169513521057,0.007663869857788086,0.0014994691484540832,10,0.0025,5,rbf,"{'C': 10, 'epsilon': 0.0025, 'gamma': 5, 'kernel': 'rbf'}",-2.4040982379791547e-06,-2.275343656872186e-06,-2.5478227303561317e-06,-2.371362553474634e-06,-2.4863095068509596e-06,-2.416987337106613e-06,9.4057583695261e-08,26
Output_2,8,0.062497711181640624,0.0065837713680621706,0.005823755264282226,0.0003756199355746054,10,0.005,1,rbf,"{'C': 10, 'epsilon': 0.005, 'gamma': 1, 'kernel': 'rbf'}",-1.0288666719076998e-05,-1.0359451041342996e-05,-9.91400361686789e-06,-1.0078637598900347e-05,-1.0850911186899617e-05,-1.029833403261757e-05,3.178511125037848e-07,57
Output_2,9,0.08358588218688964,0.0069863180932000024,0.0063916206359863285,0.00048079421379964833,10,0.005,2,rbf,"{'C': 10, 'epsilon': 0.005, 'gamma': 2, 'kernel': 'rbf'}",-9.918784516001133e-06,-1.1012814886473135e-05,-9.586369562357902e-06,-1.0129084035613274e-05,-1.0611111085858977e-05,-1.0251632817260884e-05,5.053719742810146e-07,55
Output_2,10,0.07595782279968262,0.006957174195200845,0.005617570877075195,0.0014798035285815965,10,0.005,4,rbf,"{'C': 10, 'epsilon': 0.005, 'gamma': 4, 'kernel': 'rbf'}",-9.70602950706681e-06,-9.156110824472434e-06,-9.157169239594678e-06,-9.452775764614609e-06,-9.879171326581484e-06,-9.470251332466001e-06,2.8976437335061346e-07,46
Output_2,11,0.05986142158508301,0.008925595481075839,0.005659294128417969,0.0018275051083888108,10,0.005,5,rbf,"{'C': 10, 'epsilon': 0.005, 'gamma': 5, 'kernel': 'rbf'}",-9.371057878351221e-06,-9.054740275929254e-06,-9.098835918173522e-06,-9.793355584842637e-06,-9.045407382228302e-06,-9.272679407904987e-06,2.864100565627125e-07,41
Output_2,12,0.3246181011199951,0.06486713935778808,0.020236492156982422,0.004244564299113583,15,0.001,1,rbf,"{'C': 15, 'epsilon': 0.001, 'gamma': 1, 'kernel': 'rbf'}",-5.550461700364042e-07,-5.680715899379134e-07,-6.228676062420243e-07,-4.6042630086401773e-07,-5.886271000304326e-07,-5.590077534221584e-07,5.435354001250624e-08,17
Output_2,13,0.2750659465789795,0.025179535761040893,0.014123868942260743,0.0036440408291738393,15,0.001,2,rbf,"{'C': 15, 'epsilon': 0.001, 'gamma': 2, 'kernel': 'rbf'}",-4.804759479308765e-07,-4.932776086325605e-07,-5.000608026443207e-07,-5.567628020297165e-07,-4.988739421848387e-07,-5.058902206844626e-07,2.6367377775448017e-08,13
Output_2,14,0.24062089920043944,0.03366935586436663,0.012312746047973633,0.002170727020476487,15,0.001,4,rbf,"{'C': 15, 'epsilon': 0.001, 'gamma': 4, 'kernel': 'rbf'}",-5.277569610513447e-07,-4.5453301553689545e-07,-5.290237832873629e-07,-4.967545922041991e-07,-4.5755240758367967e-07,-4.931241519326964e-07,3.242227598354486e-08,12
Output_2,15,0.2730299472808838,0.02484103284549941,0.0126708984375,0.0023572599059015994,15,0.001,5,rbf,"{'C': 15, 'epsilon': 0.001, 'gamma': 5, 'kernel': 'rbf'}",-6.318015414945788e-07,-4.2746995288133147e-07,-4.4427153813216706e-07,-4.460359375003483e-07,-4.3384638899955474e-07,-4.7668507180159606e-07,7.78567998866109e-08,8
Output_2,16,0.1483463764190674,0.011654458589995052,0.009853363037109375,0.003438866940789039,15,0.0025,1,rbf,"{'C': 15, 'epsilon': 0.0025, 'gamma': 1, 'kernel': 'rbf'}",-3.042554353073322e-06,-3.2908459235138396e-06,-3.1452150715419267e-06,-2.940014555026197e-06,-3.213543304287835e-06,-3.126434641488624e-06,1.2390322414378224e-07,40
Output_2,17,0.14156689643859863,0.009443243329211624,0.0068244457244873045,0.0022626945564958594,15,0.0025,2,rbf,"{'C': 15, 'epsilon': 0.0025, 'gamma': 2, 'kernel': 'rbf'}",-2.4846190895822034e-06,-2.595726322375968e-06,-2.4938636252415683e-06,-2.4111204906048756e-06,-2.5689601209226582e-06,-2.5108579297454548e-06,6.557949156906207e-08,31
Output_2,18,0.0974362850189209,0.014699195671270676,0.008467388153076173,0.0019638327230069056,15,0.0025,4,rbf,"{'C': 15, 'epsilon': 0.0025, 'gamma': 4, 'kernel': 'rbf'}",-2.319727922713491e-06,-2.382777972986334e-06,-2.4520833344450808e-06,-2.2087420091066477e-06,-2.294073237655227e-06,-2.331480895381356e-06,8.219323318372765e-08,21
Output_2,19,0.08937420845031738,0.010269236128868858,0.0070439338684082035,0.0014156031014108152,15,0.0025,5,rbf,"{'C': 15, 'epsilon': 0.0025, 'gamma': 5, 'kernel': 'rbf'}",-2.4040982379791547e-06,-2.275343656872186e-06,-2.5478227303561317e-06,-2.371362553474634e-06,-2.4863095068509596e-06,-2.416987337106613e-06,9.4057583695261e-08,26
Output_2,20,0.061724376678466794,0.004745020353166687,0.003904247283935547,0.0011290189970255405,15,0.005,1,rbf,"{'C': 15, 'epsilon': 0.005, 'gamma': 1, 'kernel': 'rbf'}",-1.056545388304412e-05,-1.0079020996398482e-05,-9.725596671320668e-06,-1.0294698219376623e-05,-1.060871850005742e-05,-1.0254697654039462e-05,3.2689765262591225e-07,56
Output_2,21,0.07271122932434082,0.005173139148008356,0.005624961853027344,0.001013942034814011,15,0.005,2,rbf,"{'C': 15, 'epsilon': 0.005, 'gamma': 2, 'kernel': 'rbf'}",-9.59623627925628e-06,-1.1012814886473135e-05,-9.63977729122428e-06,-1.0203349452548226e-05,-1.0584093158084832e-05,-1.0207254213517352e-05,5.452199204794e-07,51
Output_2,22,0.07618923187255859,0.0066984102871156135,0.01199355125427246,0.01350081357838154,15,0.005,4,rbf,"{'C': 15, 'epsilon': 0.005, 'gamma': 4, 'kernel': 'rbf'}",-9.70602950706681e-06,-9.156110824472434e-06,-9.157169239594678e-06,-9.452775764614609e-06,-9.879171326581484e-06,-9.470251332466001e-06,2.8976437335061346e-07,46
Output_2,23,0.05938253402709961,0.00449591735416384,0.006774473190307617,0.0014160532130013722,15,0.005,5,rbf,"{'C': 15, 'epsilon': 0.005, 'gamma': 5, 'kernel': 'rbf'}",-9.371057878351221e-06,-9.054740275929254e-06,-9.098835918173522e-06,-9.793355584842637e-06,-9.045407382228302e-06,-9.272679407904987e-06,2.864100565627125e-07,41
Output_2,24,0.2786264419555664,0.03181163675788439,0.01850447654724121,0.003113638102668224,20,0.001,1,rbf,"{'C': 20, 'epsilon': 0.001, 'gamma': 1, 'kernel': 'rbf'}",-5.685771925447347e-07,-5.759816252539625e-07,-5.859542014874031e-07,-4.907383063472322e-07,-5.932846276149899e-07,-5.629071906496645e-07,3.705506985098579e-08,19
Output_2,25,0.2402660369873047,0.017936248970325634,0.014173030853271484,0.0028984053601207446,20,0.001,2,rbf,"{'C': 20, 'epsilon': 0.001, 'gamma': 2, 'kernel': 'rbf'}",-5.414903697067407e-07,-4.367722593501655e-07,-5.478644668872546e-07,-5.932146038083065e-07,-5.164507318377484e-07,-5.271584863180431e-07,5.154003725684767e-08,15
